 -1.8185833800001341e-004	  4.6214161530200004e-001	 -8.8680734355000002e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -7.2500000000000000e+000	
  1.4513208220200002e-001	  8.7742915849199998e-001	  4.5722534543000004e-001	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0180000000000000e+001	
  9.8941336956999992e-001	 -1.2862140255000001e-001	 -6.7231202946000046e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0354000000000001e+003	
 -2.1146260304200568e-003	  4.0503445938760008e-001	 -9.1429912063560015e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -2.9300000000000002e+000	
  1.3932210682040003e-001	  9.0550324231358004e-001	  4.0081573557120009e-001	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -1.1799999999999999e+000	
  9.9024499283640011e-001	 -1.2653454089280006e-001	 -5.8345060040000063e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0340400000000000e+003	
 -6.0081455340800453e-003	  3.4114005145920001e-001	 -9.3999312131519996e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  1.1399999999999999e+000	
  1.4113943014080005e-001	  9.3088943597792007e-001	  3.3693396783200003e-001	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	  8.9000000000000004e+000	
  9.8997134508480000e-001	 -1.3064571447200002e-001	 -5.3741228488000004e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0332900000000000e+003	
 -1.6435251594879938e-002	  1.9092981529920000e-001	 -9.8146664639200010e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  7.7400000000000002e+000	
  1.1999063098079998e-001	  9.7488135506712004e-001	  1.8763959857160001e-001	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	  3.2729999999999997e+001	
  9.9263952209600004e-001	 -1.1468293728840001e-001	 -3.8932210761999930e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0307700000000000e+003	
 -1.9189363765200227e-002	  1.1465895018007201e-001	 -9.9321953107050720e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  9.5899999999999999e+000	
  1.1493723564112800e-001	  9.8706950518701986e-001	  1.1172834499545599e-001	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	  4.4829999999999998e+001	
  9.9318736581749278e-001	 -1.1201391143894400e-001	 -3.2119818571780145e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0293199999999999e+003	
 -2.1859812007119939e-002	  4.1680916662600001e-002	 -9.9889037987056006e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  1.0490000000000000e+001	
  1.2003267371860001e-001	  9.9201273301310000e-001	  3.8766898692799999e-002	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	  5.6240000000000002e+001	
  9.9252780668943996e-001	 -1.1905215823519999e-001	 -2.6688279303779927e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0286500000000001e+003	
 -2.4788564973519930e-002	 -3.4750488583399998e-002	 -9.9908861984624009e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  1.0520000000000000e+001	
  1.2124627666460000e-001	  9.9191350578510007e-001	 -3.7509179390800007e-002	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	  6.8150000000000006e+001	
  9.9231295827375998e-001	 -1.2206556306680000e-001	 -2.0374745885379908e-002	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0274600000000000e+003	
 -3.5545406088000123e-002	 -1.7874412567519998e-001	 -9.8325397717888008e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  8.0600000000000005e+000	
  1.5319710798879999e-001	  9.7127173203045114e-001	 -1.8210410576768002e-001	 -0.0000000000000000e+000	 -1.0000000000000000e+000	 -0.0000000000000000e+000	  9.0510000000000005e+001	
  9.8755682986112003e-001	 -1.5710441359232000e-001	 -7.1412014815489533e-003	 -0.0000000000000000e+000	 -0.0000000000000000e+000	 -1.0000000000000000e+000	  1.0254400000000001e+003	
 -4.2024009401999927e-002	 -2.4520722424840000e-001	 -9.6855912829699986e-001	 -1.0000000000000000e+000	 -0.0000000000000000e+000	 -0.0000000000000000e+000	  5.8200000000000003e+000	
